2024-034C,2024-034C,2024-02-24T10:42:25.545600,15.76169308,0.0211412,98.2165,24.0273,207.9576,151.0202,0,U,58994,999,90,0.001444,0.01084337,2.6478e-06
2024-039Q,2024-039Q,2024-03-02T04:55:31.786464,15.23772139,0.001383,97.3824,25.613,219.2149,140.809,0,U,59065,999,27,0.00031485,7.524e-05,0
STARLINK-31300,2024-020C,2024-02-23T22:00:01.999584,15.27987709,0.0001403,53.16,181.3322,96.9971,134.6493,0,U,58878,999,522,0.001608,0.00044411,0
STARLINK-31330,2024-027W,2024-03-02T04:00:00.999936,15.43841459,0.0001392,53.1583,133.5764,106.5167,312.7801,0,U,58951,999,427,0.00099312,0.00045584,0
STARLINK-31384,2024-031U,2024-03-02T06:00:00.999648,15.59321353,0.000102,53.1606,122.1671,84.2352,4.5195,0,U,58983,999,362,-0.024569,-0.01759056,0
2024-024H,2024-024H,2024-03-02T02:48:53.614080,15.18546266,0.0011669,97.4003,139.015,190.0883,170.0119,0,U,58924,999,4096,0.00074449,0.00015356,0
STARLINK-31335,2024-031E,2024-02-29T14:00:01.000224,15.65667543,0.0001008,53.1605,130.3539,59.1979,342.68,0,U,58969,999,336,-0.018612,-0.01685217,0
2024-039J,2024-039J,2024-03-01T22:38:53.420640,15.22702946,0.0017154,97.3816,25.3548,230.5537,129.4185,0,U,59059,999,25,0.00075838,0.00017704,0
2024-023J,2024-023J,2024-03-02T02:35:57.082848,14.91357886,0.0008021,50.0055,305.2331,4.7098,355.3918,0,U,58913,999,419,0.00039774,3.772e-05,0
STARLINK-31460,2024-036L,2024-03-02T04:00:00.999936,15.78885566,0.0001208,53.1657,265.1275,98.4011,47.7938,0,U,59008,999,240,-0.008301,-0.01338066,0
STARLINK-31199,2024-019J,2024-02-24T14:00:01.999872,15.25891279,0.0001326,43.0004,124.0383,264.1729,141.9632,0,U,58861,999,536,-1.5094e-05,-6.52e-06,0
DRUMS TARGET-2,2021-102N,2024-02-23T21:19:13.424448,15.08970977,0.0018309,97.4484,105.5494,280.631,79.2857,0,U,58954,999,857,0.0010799,0.00017089,0
RAPTOR4,2024-028B,2024-03-02T00:53:55.730112,13.70280823,0.0007776,39.9904,289.3315,93.9561,266.2075,0,U,58956,999,220,9.333e-05,5e-08,0
STARLINK-31314,2024-031C,2024-02-24T07:19:30.991584,15.80170436,8.06e-05,53.1685,156.5309,64.439,295.6716,0,U,58967,999,253,-0.0014932,-0.00277046,0
STARLINK-31317,2024-027A,2024-03-02T06:00:00.999648,15.37190387,0.0001472,53.1592,133.2986,80.6319,24.7294,0,U,58931,999,428,-0.066617,-0.02207359,0
STARLINK-31260,2024-020F,2024-02-23T22:00:01.999584,15.27957063,0.0001197,53.1598,181.2807,89.1315,168.1969,0,U,58881,999,522,0.0024047,0.00066727,0
2024-023K,2024-023K,2024-03-02T02:06:46.738080,14.88072115,0.0015967,49.9958,305.8122,60.7361,299.5174,0,U,58914,999,418,0.00041968,3.672e-05,0
GSLV R/B,2024-033B,2024-03-01T09:25:40.117152,2.13406415,0.7433746,19.354,268.4907,186.7031,149.8604,0,U,58991,999,27,0.0008974,0.00034622,5.0837e-07
STARLINK-31296,2024-020D,2024-02-24T14:00:01.999872,15.28097316,0.000134,53.161,178.1987,88.0005,236.8385,0,U,58879,999,531,-0.0061171,-0.00166432,0
STARLINK-31211,2024-038J,2024-03-01T16:00:00.999936,15.94218421,0.0001571,43.0055,234.3471,265.1229,188.1793,0,U,59031,999,179,-0.0032159,-0.01242215,0.00045906
STARLINK-31221,2024-020W,2024-02-24T06:00:00.999648,15.32265056,0.0001184,53.1594,179.4418,70.9715,8.6309,0,U,58896,999,515,-0.077353,-0.02189772,0
STARLINK-31224,2024-038G,2024-03-01T16:00:00.999936,15.94044822,0.0001708,43.0054,234.3526,258.3854,192.8486,0,U,59029,999,189,-0.0032352,-0.01238214,0.00045557
STARLINK-31311,2024-027T,2024-02-24T12:00:00.999648,15.62653486,0.0001097,53.1601,165.5493,102.6361,145.8048,0,U,58948,999,293,-0.021571,-0.01758255,0
STARLINK-31358,2024-031N,2024-03-01T02:00:01.000224,15.63708736,6.13e-05,53.1598,127.8723,91.1441,264.1971,0,U,58977,999,339,-0.019963,-0.01672288,0
STARLINK-31429,2024-036F,2024-03-01T16:00:00.999936,15.80125672,9.26e-05,53.1671,267.6479,79.8406,91.5708,0,U,59003,999,233,-0.0074142,-0.01250201,0
2024-023H,2024-023H,2024-03-02T03:05:18.769344,14.9003194,0.0010225,49.9908,305.3221,30.0935,330.0592,0,U,58912,999,419,0.00046496,4.302e-05,0
2024-024K,2024-024K,2024-03-02T04:20:27.889440,15.82492742,0.018826,97.407,141.3287,233.4722,124.9086,0,U,58926,999,4110,0.0008315,0.00705404,2.3073e-06
2024-018D,2024-018D,2024-02-24T10:43:59.479680,14.34199887,0.0449321,58.6767,292.4682,193.6935,165.1566,0,U,58852,999,394,0.0008129,7.111e-05,0
CYGNUS NG-20,2024-021A,2024-02-23T18:42:33.277248,15.50285243,0.0002187,51.6389,162.3389,312.8193,47.2612,0,U,58898,999,355,0.00033052,0.00018642,0
HBTSS-SV2,2024-028A,2024-03-01T17:54:52.358976,13.70234621,0.0007806,39.9905,290.678,91.3988,268.7653,0,U,58955,999,217,0.00021874,1.17e-06,0
GSLV R/B,2024-033B,2024-02-24T07:38:17.322720,2.12936634,0.7437286,19.385,270.7239,182.6198,168.0093,0,U,58991,999,14,0.00098338,0.00037869,-5.1062e-07
STARLINK-31242,2024-019M,2024-02-24T14:00:01.999872,15.25929792,9.97e-05,43.0002,124.1584,269.7628,86.5632,0,U,58864,999,536,-0.002558,-0.00066607,0
FALCON 9 R/B,2024-030B,2024-02-15T06:40:12.999936,0.08200507,0.97047,28.51,65.08,239.96,5,0,U,58964,999,0,0,-0.00014702,0
STARLINK-31526,2024-036U,2024-03-01T16:00:00.999936,15.87993275,5.77e-05,53.1659,267.5294,59.8136,168.9602,0,U,59016,999,232,-0.00071712,-0.00195475,0
STARLINK-31209,2024-020H,2024-02-23T22:00:01.999584,15.27959798,0.0001387,53.1596,181.2295,89.0217,194.0899,0,U,58883,999,510,0.0022096,0.00061245,0
STARLINK-30970,2024-020N,2024-02-24T14:00:01.999872,15.28171414,0.0001241,53.1597,178.0918,94.8378,283.3411,0,U,58888,999,531,-0.0080182,-0.00217071,0
STARLINK-31149,2024-019L,2024-02-24T03:43:31.859904,15.25905919,0.0001456,43,126.9564,286.1761,73.8929,0,U,58863,999,529,0.00013124,3.177e-05,0
STARLINK-31244,2024-019D,2024-02-24T06:00:00.999648,15.25872942,0.0001178,43.0004,125.9453,265.2745,95.1113,0,U,58856,999,515,0.0023703,0.00062201,0
STARLINK-31177,2024-019W,2024-02-24T06:00:00.999648,15.29485919,0.0001023,42.9994,125.6246,279.2494,213.1318,0,U,58873,999,531,-0.084161,-0.02197298,0
STARLINK-31243,2024-020U,2024-02-24T12:00:00.999648,15.28718918,0.00013,53.1596,178.3242,110.2926,246.0229,0,U,58894,999,504,-0.037585,-0.00981899,0
STARLINK-31330,2024-027W,2024-02-24T12:00:00.999648,15.6264153,9.47e-05,53.1605,165.5354,99.596,156.7425,0,U,58951,999,324,-0.021598,-0.01759397,0
STARLINK-31210,2024-038L,2024-03-01T16:00:00.999936,15.94426908,0.0001355,43.0053,234.3414,249.5741,206.0015,0,U,59033,999,195,-0.0032265,-0.01260054,0.00047217
STARLINK-31389,2024-036R,2024-03-02T04:00:00.999936,15.78989156,0.0001346,53.1652,265.1061,89.0796,67.2483,0,U,59013,999,241,-0.0086014,-0.0138712,0
STARLINK-31203,2024-019S,2024-02-24T11:16:26.495904,15.44971259,0.0002462,42.9998,124.1488,227.4108,132.6543,0,U,58869,999,535,0.0002003,9.355e-05,0
STARLINK-31214,2024-019U,2024-02-23T22:00:01.999584,15.25868219,0.0001502,43.0005,128.0897,268.0697,307.1611,0,U,58871,999,505,0.0014651,0.00038217,0
2024-018B,2024-018B,2024-02-24T10:58:01.519392,14.33595419,0.0451825,58.6985,292.5616,194.5918,164.1699,0,U,58850,999,393,0.00047629,4.041e-05,0
STARLINK-31202,2024-038V,2024-03-01T16:00:00.999936,15.95302216,0.000109,43.0048,234.3161,260.8189,204.58,0,U,59042,999,195,-0.0032682,-0.01336996,0.0005309
STARLINK-31356,2024-031D,2024-02-24T07:19:01.140384,15.80204341,5.83e-05,53.169,156.5293,3.0414,357.0612,0,U,58968,999,248,-0.0014967,-0.00278082,0
STARLINK-31225,2024-038T,2024-03-01T16:00:00.999936,15.95092903,0.0001509,43.0049,234.3219,266.4892,196.6259,0,U,59040,999,179,-0.0032582,-0.01318197,0.00051623
2024-039U,2024-039U,2024-03-02T04:34:02.420256,14.81345344,0.017488,95.3925,25.0437,351.3044,8.5148,0,U,59071,999,26,0.00078223,7.937e-05,0
LEMUR-2-VALHALLA,2024-022B,2024-02-24T01:27:50.227200,15.12256051,0.0015658,97.4885,257.5612,203.5029,156.5488,0,U,58900,999,359,0.00046309,7.969e-05,0
STARLINK-31198,2024-019Q,2024-02-24T14:00:01.999872,15.25922489,0.0001212,42.9998,123.9613,261.784,169.2341,0,U,58867,999,510,-0.002654,-0.0006906,0
STARLINK-31354,2024-027M,2024-03-01T22:00:00.999936,15.43834214,9.96e-05,53.1584,134.8024,98.0803,351.8148,0,U,58942,999,428,0.00028348,0.00012653,0
2024-018A,2024-018A,2024-02-24T11:17:31.058304,14.32847704,0.0455169,58.6903,292.5986,194.14,164.6525,0,U,58849,999,394,0.00030547,2.49e-05,0
STARLINK-31378,2024-027B,2024-02-24T12:00:00.999648,15.62704555,0.0001338,53.1601,165.6149,74.3901,142.459,0,U,58932,999,324,-0.021533,-0.01758789,0
STARLINK-31378,2024-027B,2024-03-01T22:00:00.999936,15.38760206,0.0001225,53.159,134.8617,65.3183,355.3673,0,U,58932,999,428,-0.063747,-0.02222096,0
2024-039N,2024-039N,2024-03-01T22:38:39.447168,15.2285682,0.0017163,97.3818,25.3515,229.7077,130.2663,0,U,59063,999,25,0.00068722,0.00016106,0
STARLINK-31200,2024-019K,2024-02-24T14:00:01.999872,15.25909076,0.0001804,42.9995,123.8282,270.2466,222.95,0,U,58862,999,536,-0.003687,-0.00095464,0
2024-024L,2024-024L,2024-02-24T10:58:50.972160,15.18904408,0.0010658,97.4059,132.5156,216.0456,144.0061,0,U,58927,999,282,0.0012965,0.00027104,0
STARLINK-31465,2024-036Q,2024-03-02T04:00:00.999936,15.78964926,0.0001141,53.1651,265.1102,93.7513,60.5932,0,U,59012,999,240,-0.0085497,-0.01378213,0
STARLINK-31255,2024-020T,2024-02-24T14:00:01.999872,15.28202607,0.0001287,53.1593,177.9422,97.3016,356.2021,0,U,58893,999,531,-0.011563,-0.00309359,0
STARLINK-31201,2024-019T,2024-02-24T06:00:00.999648,15.25909864,7.88e-05,42.9996,126.3622,259.0119,287.2188,0,U,58870,999,510,-7.6739e-05,-2.264e-05,0
2024-023F,2024-023F,2024-03-02T03:13:35.258304,14.89880971,0.0008571,49.9894,305.3547,24.8282,335.307,0,U,58910,999,419,0.00043319,3.975e-05,0
STARLINK-31360,2024-031T,2024-02-29T08:00:01.000224,15.66502912,0.0001538,53.1606,131.5289,64.8502,31.9227,0,U,58982,999,332,-0.018567,-0.01732887,0
RAPTOR2,2024-028E,2024-03-02T00:51:27.688896,13.70426903,0.0007751,39.9903,289.3285,99.1468,261.0155,0,U,58959,999,220,9.4526e-05,6e-08,0
2024-023G,2024-023G,2024-02-24T10:11:56.487840,14.89321516,0.0006549,50.008,336.7653,348.9941,11.0856,0,U,58911,999,319,0.00054781,5.018e-05,0
2024-023H,2024-023H,2024-02-24T11:44:25.541664,14.90151183,0.0009664,49.9921,336.4029,6.7617,353.3452,0,U,58912,999,320,0.00059773,5.618e-05,0
STARLINK-31178,2024-038C,2024-03-01T16:00:00.999936,15.93673798,0.0001592,43.0055,234.3634,265.0277,182.0129,0,U,59025,999,163,-0.0031954,-0.01199454,0.00042826
STARLINK-31205,2024-038Z,2024-03-01T16:00:00.999936,15.95695151,0.0001431,43.0049,234.3051,271.27,198.5251,0,U,59046,999,189,-0.0032903,-0.01374653,0.00056083
2024-023A,2024-023A,2024-02-24T09:07:14.267136,14.87996555,0.0009534,49.9972,337.1957,16.3356,343.789,0,U,58905,999,318,0.00054453,4.822e-05,0
STARLINK-31362,2024-027E,2024-02-24T04:00:00.999936,15.637464,0.0001412,53.1603,167.2327,27.0495,118.8922,0,U,58935,999,315,-0.018864,-0.01593257,0
STARLINK-31197,2024-019G,2024-02-23T22:00:01.999584,15.2589727,0.0001724,43.0007,127.9414,272.2502,5.1623,0,U,58859,999,535,0.0011123,0.00028941,0
STARLINK-31328,2024-020E,2024-02-24T12:06:00.752832,15.78508796,0.0001666,53.1659,175.4566,113.0233,247.0965,0,U,58880,999,535,0.00010844,0.00018584,0
STARLINK-31362,2024-027E,2024-03-01T22:00:00.999936,15.42388549,0.0001282,53.1591,134.832,64.081,11.5271,0,U,58935,999,423,-0.056554,-0.02225026,0
2024-023D,2024-023D,2024-02-24T11:55:32.410560,14.89570466,0.0007911,49.9937,336.454,354.9536,5.1324,0,U,58908,999,320,0.0004814,4.409e-05,0
2024-037A,2024-037A,2024-02-23T22:00:17.819424,2.28002547,0.729672,16.4939,345.4935,190.7868,342.384,0,U,59020,999,0,0,-5.83e-06,0
COSMOS 2575,2024-026A,2024-02-24T12:02:30.503616,15.72352461,0.0006587,96.7547,313.6155,347.4559,12.6541,0,U,58929,999,239,0.00022725,0.00030053,0
2024-032A,2024-032A,2024-03-02T02:48:16.030080,14.66579647,0.0002368,98.1173,119.373,187.5149,172.602,0,U,58987,999,206,0.00011726,6.03e-06,0
STARLINK-30863,2024-038E,2024-03-01T16:00:00.999936,15.93933185,0.000123,43.0056,234.3555,272.3277,177.7242,0,U,59027,999,179,-0.0032172,-0.01224084,0.00044562
STARLINK-31356,2024-031D,2024-03-02T02:00:01.000224,15.66899651,0.0001398,53.1609,122.992,73.6289,153.7476,0,U,58968,999,354,0.0014566,0.00159792,0
STARLINK-31324,2024-031M,2024-02-24T07:14:58.498080,15.80440655,1.36e-05,53.1686,156.5092,345.6782,14.4237,0,U,58976,999,253,-0.0015106,-0.00283526,0
STARLINK-31491,2024-036P,2024-03-02T04:00:00.999936,15.78938621,0.0001277,53.1653,265.1193,88.3549,61.761,0,U,59011,999,240,-0.0083943,-0.0135447,0
HBTSS-SV2,2024-028A,2024-02-24T02:42:45.231264,13.70231976,0.000788,39.992,321.1411,48.1342,312.0076,0,U,58955,999,126,0.0002797,1.71e-06,0
2024-023E,2024-023E,2024-03-02T02:49:31.397664,14.90928764,0.0010585,50.0055,305.2918,354.0573,6.0241,0,U,58909,999,419,0.00040172,3.771e-05,0
INSAT-3DS,2024-033A,2024-02-18T06:09:05.908896,2.12501023,0.7439297,19.4346,272.9648,178.6043,206.5352,0,U,58990,999,2,0.014711,0.00477622,8.9628e-07
2024-039B,2024-039B,2024-03-02T10:07:58.279584,15.2240751,0.0018358,97.381,25.82,227.916,231.2541,0,U,59052,999,32,0.00064703,0.00014967,0
2024-039L,2024-039L,2024-03-01T22:38:48.381792,15.22755482,0.0017594,97.3815,25.3521,229.3183,130.6527,0,U,59061,999,25,0.00064477,0.00015063,0
STARLINK-31468,2024-036A,2024-03-01T16:00:00.999936,15.79952232,0.0001184,53.167,267.6683,94.3816,67.2432,0,U,58998,999,232,-0.0071457,-0.0120159,0
STARLINK-31226,2024-019F,2024-02-24T06:00:00.999648,15.25863982,9.1e-05,42.9999,125.825,269.9455,140.1927,0,U,58858,999,531,0.0014986,0.00039097,0
2024-023D,2024-023D,2024-03-02T03:19:01.024320,14.89618512,0.0007787,49.9927,305.3855,20.9049,339.2209,0,U,58908,999,419,0.00030377,2.696e-05,0
2024-023E,2024-023E,2024-02-24T11:34:24.477600,14.90868469,0.0010744,50.0068,336.3879,328.2831,31.7462,0,U,58909,999,320,0.00053713,5.118e-05,0
STARLINK-31359,2024-027Q,2024-02-27T10:00:00.999936,15.70839654,7.9e-05,53.1625,150.8588,90.6214,247.9679,0,U,58945,999,373,-0.015673,-0.01749052,0
STARLINK-31230,2024-020Q,2024-02-24T06:00:00.999648,15.28011366,0.0001496,53.1593,179.5351,101.0804,292.0531,0,U,58890,999,515,0.000134,3.361e-05,0
2024-024G,2024-024G,2024-02-24T11:03:49.151520,15.18342231,0.0010638,97.4054,132.5099,214.3755,145.6792,0,U,58923,999,323,0.00048692,9.951e-05,0
2024-039V,2024-039V,2024-03-01T14:41:20.003712,14.45056863,0.0014654,88.9982,23.6634,294.319,65.6881,0,U,59072,999,18,-0.0012917,-4.494e-05,0
STARLINK-31321,2024-020M,2024-02-24T14:00:01.999872,15.28049282,0.0001204,53.1594,178.0446,77.1824,324.8608,0,U,58887,999,515,-0.0031788,-0.00087445,0
HBTSS-SV1,2024-028F,2024-02-24T02:39:59.986944,13.70519303,0.0008357,39.9921,321.1297,57.3247,302.8305,0,U,58960,999,125,0.0003218,2.09e-06,0
STARLINK-31320,2024-020L,2024-02-24T14:00:01.999872,15.28174503,0.0001318,53.1596,178.0956,96.4641,279.8889,0,U,58886,999,531,-0.0087061,-0.00235122,0
STARLINK-31379,2024-031V,2024-02-24T07:10:52.220064,15.80631196,8.37e-05,53.1678,156.489,22.4102,337.6957,0,U,58984,999,253,-0.0019213,-0.00360454,0
STARLINK-31326,2024-020B,2024-02-24T08:27:12.406752,15.45484098,0.0001663,53.1615,178.823,58.189,301.9279,0,U,58877,999,528,0.00020508,9.571e-05,0
2024-023C,2024-023C,2024-03-02T03:20:25.147680,14.89566543,0.0007284,50.0011,305.413,19.9491,340.1733,0,U,58907,999,419,0.00030074,2.663e-05,0
FREGAT R/B,2024-039W,2024-03-01T22:55:16.320864,14.47908264,0.0032217,89.0041,23.6137,275.6092,84.1427,0,U,59073,999,22,0.0011089,4.15e-05,0
STARLINK-31158,2024-019B,2024-02-24T14:00:01.999872,15.2586032,0.0001173,42.9997,123.8589,263.8098,216.9731,0,U,58854,999,517,0.0028191,0.00074119,0
STARLINK-31116,2024-027S,2024-02-24T12:00:00.999648,15.62657391,0.0001013,53.1601,165.5531,108.2024,138.2634,0,U,58947,999,298,-0.021574,-0.01758669,0
2024-024H,2024-024H,2024-02-24T11:04:32.923488,15.18332399,0.0011108,97.4025,132.5004,213.1527,146.9012,0,U,58924,999,3995,0.00074181,0.00015203,0
2024-024E,2024-024E,2024-03-02T03:00:47.039616,15.17781524,0.0011029,97.3957,138.987,185.3404,174.7714,0,U,58921,999,424,0.00023785,4.746e-05,0
MERAH PUTIH 2,2024-035A,2024-03-01T14:39:10.427040,0.99963051,0.0004258,0.0673,292.6967,59.8601,141.2667,0,U,58995,999,19,0,-3.22e-06,0
STARLINK-31380,2024-031Q,2024-02-24T07:13:25.146336,15.80556244,6.49e-05,53.1682,156.5021,37.9947,322.1121,0,U,58979,999,253,-0.0014931,-0.00281819,0
STARLINK-31227,2024-038D,2024-03-01T16:00:00.999936,15.93758656,0.0001428,43.0055,234.3608,287.6428,160.4108,0,U,59026,999,189,-0.0031916,-0.01203368,0.00043118
STARLINK-31331,2024-027R,2024-03-01T04:00:01.999584,15.43891672,0.0001148,53.1588,138.3423,130.5885,116.2104,0,U,58946,999,407,-0.00062173,-0.00028991,0
PACE,2024-025A,2024-02-23T19:47:59.521344,14.65253496,0.0001092,98.0883,348.1849,65.5723,294.5594,0,U,58928,999,227,0.00020271,1.045e-05,0
STARLINK-31333,2024-031G,2024-03-01T22:00:00.999936,15.60675823,6.41e-05,53.1603,123.8335,89.6287,263.5682,0,U,58971,999,360,-0.023141,-0.01746914,0
STARLINK-31345,2024-027L,2024-02-24T12:00:00.999648,15.62677208,9.13e-05,53.1603,165.5789,82.5314,152.0886,0,U,58941,999,324,-0.021579,-0.01760207,0
OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
RAPTOR3,2024-028D,2024-03-02T00:52:16.483296,13.70378181,0.0007751,39.9909,289.3252,97.3283,262.8345,0,U,58958,999,220,2.8619e-05,-5.2e-07,0
STARLINK-31217,2024-038P,2024-03-01T16:00:00.999936,15.94700506,0.0001625,43.0051,234.333,255.7443,202.9815,0,U,59036,999,195,-0.0032423,-0.01284727,0.00049056
2024-024J,2024-024J,2024-02-24T11:06:09.270720,15.18124487,0.0011372,97.4028,132.5006,213.6463,146.4051,0,U,58925,999,3994,0.00057044,0.00011601,0
STARLINK-31383,2024-027F,2024-02-24T12:00:00.999648,15.62689248,7.62e-05,53.1605,165.6012,84.0361,140.7136,0,U,58936,999,324,-0.021498,-0.01754961,0
STARLINK-31346,2024-027N,2024-03-02T06:00:00.999648,15.43852137,9.34e-05,53.1586,133.2174,93.0498,52.4188,0,U,58943,999,423,0.00052477,0.00023829,0
STARLINK-31294,2024-027U,2024-02-24T12:00:00.999648,15.62649081,9.5e-05,53.1602,165.5469,84.7455,165.6712,0,U,58949,999,324,-0.021563,-0.01757317,0
STARLINK-31449,2024-031B,2024-02-24T07:20:01.748256,15.80213865,2.2e-05,53.1687,156.5339,124.2172,235.8871,0,U,58966,999,253,-0.00098573,-0.00185413,0
LEMUR-2-OBA-NI-JESU,2024-022D,2024-02-23T12:37:12.571680,15.12620311,0.0012816,97.488,257.047,190.6584,169.4377,0,U,58902,999,351,0.00041639,7.225e-05,0
STARLINK-31379,2024-031V,2024-03-01T16:00:00.999936,15.61462002,8.63e-05,53.16,125.0011,69.6859,342.2917,0,U,58984,999,356,-0.021904,-0.01709353,0
STARLINK-31383,2024-027F,2024-03-01T22:00:00.999936,15.42382056,0.0001383,53.1589,134.8278,60.6157,16.904,0,U,58936,999,428,-0.056465,-0.02221501,0
2024-024E,2024-024E,2024-02-24T11:12:01.603008,15.17707831,0.0010436,97.3977,132.4803,209.2794,150.7856,0,U,58921,999,323,0.00028868,5.762e-05,0
STARLINK-31311,2024-027T,2024-03-01T16:00:00.999936,15.43842969,9.26e-05,53.1583,135.9657,79.2298,71.8905,0,U,58948,999,388,0.00073433,0.00033545,0
